Date,Close,Open,High,Low
09/26/24,313.92,319,320.45,313.92
09/25/24,317,318,319.09,313
09/24/24,317,318.15,321.99,316
09/23/24,320,321,322,315.1
09/20/24,319.01,319.5,323,317.91
09/19/24,318.5,317.5,323,315.8
09/18/24,315.99,317.9,318.1,313.75
09/16/24,315.06,317.58,319.4,314.81
09/13/24,318.65,323,323,316
09/12/24,318.89,319,319,315.02
09/11/24,315.16,318.13,319.99,315.16
09/10/24,317.2,317.45,325,315
09/09/24,316.99,320,321.95,314.9
09/06/24,319,322,323,319
